collection_name,id_list,title_list,return_sum,return_mean
not quite human collection,"[70172, 20473, 45249]","['still not quite human', 'not quite human', 'not quite human ii']",7.960094272720403,2.653364757573468
now you see me collection,"[75656, 291805, 291805]","['now you see me', 'now you see me 2', 'now you see me 2']",9.01157052,3.0038568399999996
nuke 'em high collection,"[26554, 26230, 136585, 207680]","[""class of nuke 'em high"", ""class of nuke 'em high 2: subhumanoid meltdown"", ""return to nuke 'em high volume 1"", ""return to return to nuke 'em high, aka volume 2""]",13.564768542353047,3.3911921355882617
nymphomaniac collection,[249397],['nymphomaniac: vol. ii'],0.5271926737160733,0.5271926737160733
ocean's collection,"[161, 163, 298, 163]","[""ocean's eleven"", ""ocean's twelve"", ""ocean's thirteen"", ""ocean's twelve""]",15.560406710160429,3.890101677540107
ocho apellidos - colección,"[236737, 348537]","['spanish affair', 'spanish affair 2']",6.227415855147383,3.1137079275736914
"oh, god! collection","[38147, 24032, 38148]","['oh, god! book ii', 'oh, god!', 'oh, god! you devil']",15.17451630303561,5.05817210101187
old way collection,[309049],['we still kill the old way'],2.653364757573468,2.653364757573468
olsen banden (samling),[207323],['the olsen gang in deep trouble'],2.653364757573468,2.653364757573468
olympia,"[677, 685]","['olympia part one: festival of the nations', 'olympia part two: festival of beauty']",5.306729515146936,2.653364757573468
omae umasou da na,"[89825, 89825]","['you are umasou', 'you are umasou']",5.306729515146936,2.653364757573468
omega code series,"[29064, 30379]","['the omega code', 'megiddo: the omega code 2']",3.221468728635618,1.610734364317809
on any sunday collection,"[29251, 294544]","['on any sunday', 'on any sunday, the next chapter']",5.306729515146936,2.653364757573468
once upon a time in china collection,"[10617, 10618, 10619, 10620, 10617, 10618, 10619, 10620]","['once upon a time in china', 'once upon a time in china ii', 'once upon a time in china iii', 'once upon a time in china and america', 'once upon a time in china', 'once upon a time in china ii', 'once upon a time in china iii', 'once upon a time in china and america']",31.10981248736807,3.888726560921009
once were warriors collection,[527],['once were warriors'],0.521028508920061,0.521028508920061
one missed call collection,"[9694, 6933, 14021, 55470, 9694, 14021, 55470]","['one missed call', 'one missed call', 'one missed call 2', 'one missed call 3: final', 'one missed call', 'one missed call 2', 'one missed call 3: final']",16.480655972404072,2.3543794246291534
one piece collection,"[41498, 176983, 374205, 41498, 176983, 374205]","['one piece film strong world', 'one piece film z', 'one piece film: gold', 'one piece film strong world', 'one piece film z', 'one piece film: gold']",61.74173914014329,10.290289856690547
ong bak collection,"[9316, 16353, 43209, 9316, 16353, 43209]","['ong-bak: the thai warrior', 'ong bak 2', 'ong bak 3', 'ong-bak: the thai warrior', 'ong bak 2', 'ong bak 3']",8.517448345463492,1.4195747242439154
onomichi trilogy,"[129689, 62385, 129689, 62385]","['i are you, you am me', 'the little girl who conquered time', 'i are you, you am me', 'the little girl who conquered time']",10.613459030293871,2.653364757573468
open season collection,"[7484, 13690, 51170, 382517, 382517]","['open season', 'open season 2', 'open season 3', 'open season: scared silly', 'open season: scared silly']",12.934741700882107,2.5869483401764213
open water collection,"[83, 9592]","['open water', 'open water 2: adrift']",22.28157451490564,11.14078725745282
oskar luts collection,"[146045, 46809, 146030]","['autumn', 'spring', 'summer']",7.960094272720403,2.653364757573468
osobennosti natsionalnoy ... - collection,"[20882, 56549, 20883, 57779, 20884, 20882, 56549, 20883, 57779, 20884]","['peculiarities of the national fishing', ""operation 'happy new year'!"", 'peculiarities of the national hunt in the winter', 'peculiarities of the national ice fishing', 'peculiarities of the national politics', 'peculiarities of the national fishing', ""operation 'happy new year'!"", 'peculiarities of the national hunt in the winter', 'peculiarities of the national ice fishing', 'peculiarities of the national politics']",26.533647575734676,2.653364757573468
oss 117 collection,"[15152, 15588, 15152, 15588]","['oss 117: cairo, nest of spies', 'oss 117: lost in rio', 'oss 117: cairo, nest of spies', 'oss 117: lost in rio']",6.026079850730554,1.5065199626826384
oss 117 the original saga,[111480],['oss 117: mission for a killer'],2.653364757573468,2.653364757573468
ostwind filmreihe,[233639],['windstorm'],2.653364757573468,2.653364757573468
otto collection,"[9657, 9252, 9379]","['otto - the movie', 'otto - the new movie', 'otto - the alien from east frisia']",7.960094272720403,2.653364757573468
ouija collection,"[242512, 335796]","['ouija', 'ouija: origin of evil']",29.79647042222222,14.89823521111111
our man flint collection,"[24130, 23728]","['in like flint', 'our man flint']",5.306729515146936,2.653364757573468
outlaw gangster vip: the complete collection,"[361758, 363611, 376538, 376543, 376548, 376553, 361758, 363611, 376538, 376543, 376548, 376553]","['outlaw: gangster vip', 'outlaw: gangster vip 2', 'outlaw: heartless', 'outlaw: goro the assassin', 'outlaw: black dagger', 'outlaw: kill!', 'outlaw: gangster vip', 'outlaw: gangster vip 2', 'outlaw: heartless', 'outlaw: goro the assassin', 'outlaw: black dagger', 'outlaw: kill!']",31.840377090881613,2.653364757573468
outpost collection,"[9017, 100183, 164377]","['outpost', 'outpost: black sun', 'outpost: rise of the spetsnaz']",9.043179028235365,3.0143930094117883
outrage collection,"[45284, 121828, 45284, 121828]","['outrage', 'outrage beyond', 'outrage', 'outrage beyond']",10.613459030293871,2.653364757573468
overheard collection,"[24889, 74639, 262137, 24889, 74639, 262137]","['overheard', 'overheard 2', 'overheard 3', 'overheard', 'overheard 2', 'overheard 3']",13.415796165110194,2.2359660275183657
pacific rim collection,[68726],['pacific rim'],2.264460588888889,2.264460588888889
"pagnol, childhood's memories","[12716, 12717]","[""my father's glory"", ""my mother's castle""]",5.306729515146936,2.653364757573468
painted skin collection,"[17808, 124471, 17808, 124471]","['painted skin', 'painted skin: the resurrection', 'painted skin', 'painted skin: the resurrection']",10.613459030293871,2.653364757573468
panda! go panda! collección,"[21036, 123867, 21036, 123867]","['panda! go panda!', 'panda! go panda!: rainy day circus', 'panda! go panda!', 'panda! go panda!: rainy day circus']",10.613459030293871,2.653364757573468
"pane, amore e… - collezione","[56402, 56287, 57991]","['bread, love and dreams', 'scandal in sorrento', 'frisky']",7.960094272720403,2.653364757573468
papa ou maman collection,[319341],['daddy or mommy'],2.653364757573468,2.653364757573468
paradise lost collection,"[17204, 17208, 83660]","['paradise lost: the child murders at robin hood hills', 'paradise lost 2: revelations', 'paradise lost 3: purgatory']",7.960094272720403,2.653364757573468
paradise trilogy,"[129734, 150897, 103686, 129734]","['paradise: faith', 'paradise: hope', 'paradise: love', 'paradise: faith']",11.073802200294095,2.7684505500735237
paranormal activity collection,"[23827, 41436, 72571, 82990, 227348, 146301]","['paranormal activity', 'paranormal activity 2', 'paranormal activity 3', 'paranormal activity 4', 'paranormal activity: the marked ones', 'paranormal activity: the ghost dimension']",199.72641811995788,33.287736353326316
paranormal investigations collection,"[18441, 83473, 57313, 27370]","['death of a ghost hunter', '7 nights of darkness', '8213: gacy house', 'paranormal entity']",10.613459030293871,2.653364757573468
parasyte collection,"[282069, 282070, 282069, 282070]","['parasyte: part 1', 'parasyte: part 2', 'parasyte: part 1', 'parasyte: part 2']",10.613459030293871,2.653364757573468
parent trap collection,"[19186, 51881, 64183]","['the parent trap', 'the parent trap ii', 'parent trap iii']",7.960094272720403,2.653364757573468
patlabor collection,"[14571, 14572, 14571, 14572]","['patlabor: the movie', 'patlabor 2: the movie', 'patlabor: the movie', 'patlabor 2: the movie']",10.613459030293871,2.653364757573468
pee-wee's collection,"[5683, 30502, 347689]","[""pee-wee's big adventure"", 'big top pee-wee', ""pee-wee's big holiday""]",13.056336861907566,4.352112287302522
pekko aikamiespoika collection,[148314],['pekko ja unissakävelijä'],2.653364757573468,2.653364757573468
penitenciaría - colección,"[65448, 65452]","['penitentiary', 'penitentiary ii']",5.306729515146936,2.653364757573468
per fly trilogien (samling),"[15824, 15840, 15830]","['the inheritance', 'manslaughter', 'the bench']",7.960094272720403,2.653364757573468
percy jackson collection,"[32657, 76285]","['percy jackson & the olympians: the lightning thief', 'percy jackson: sea of monsters']",4.3239450473684204,2.1619725236842102
pet sematary collection,"[8913, 10906]","['pet sematary', 'pet sematary ii']",7.133901581521739,3.5669507907608695
peter pan collection,"[10693, 16690]","['peter pan', 'return to never land']",27.34429685,13.672148425
phantasm collection,"[9638, 15158, 16139, 16146, 262848]","['phantasm', 'phantasm ii', 'phantasm iii: lord of the dead', 'phantasm iv: oblivion', 'phantasm: ravager']",29.64766312458904,5.929532624917808
philo & clyde collection,"[17169, 15417]","['any which way you can', 'every which way but loose']",19.38576510350524,9.69288255175262
philo vance collection,"[61546, 87881]","['the bishop murder case', 'the casino murder case']",5.306729515146936,2.653364757573468
phobia collection,"[39111, 37963, 39111, 37963]","['4bia', 'phobia 2', '4bia', 'phobia 2']",10.613459030293871,2.653364757573468
pierino - serie ufficiale,[103122],['desirable teacher'],2.653364757573468,2.653364757573468
pippi longstocking,"[12127, 11626, 12097]","['pippi in the south seas', 'pippi on the run', 'pippi longstocking']",7.960094272720403,2.653364757573468
piranha 3d collection,"[43593, 71668]","['piranha 3d', 'piranha 3dd']",5.164919141666667,2.5824595708333336
piranha collection,"[24831, 31646]","['piranha', 'piranha part two: the spawning']",19.63722618070269,9.818613090351345
pirates of the caribbean collection,"[22, 58, 285, 1865, 166426, 58]","['pirates of the caribbean: the curse of the black pearl', ""pirates of the caribbean: dead man's chest"", ""pirates of the caribbean: at world's end"", 'pirates of the caribbean: on stranger tides', 'pirates of the caribbean: dead men tell no tales', ""pirates of the caribbean: dead man's chest""]",24.743470123127384,4.123911687187897
pitbull - kolekcja,"[382155, 74919, 425961]","['pitbull. new order', 'pitbull', 'pitbull tough women']",7.960094272720403,2.653364757573468
pitch perfect collection,"[114150, 254470, 353616]","['pitch perfect', 'pitch perfect 2', 'pitch perfect 3']",19.352690623699228,6.45089687456641
planes collection,"[151960, 218836]","['planes', 'planes: fire & rescue']",7.41908998,3.70954499
planet of the apes (reboot) collection,"[61791, 119450, 281338]","['rise of the planet of the apes', 'dawn of the planet of the apes', 'war for the planet of the apes']",11.805912172678019,3.9353040575593394
planet of the apes original collection,"[871, 1685, 1705, 1688, 1687]","['planet of the apes', 'beneath the planet of the apes', 'battle for the planet of the apes', 'conquest of the planet of the apes', 'escape from the planet of the apes']",27.939218696416496,5.587843739283299
pocahontas collection,"[10530, 13761]","['pocahontas', 'pocahontas ii: journey to a new world']",8.945724266664378,4.472862133332189
poison ivy collection,"[18220, 9264, 18222, 18223]","['poison ivy ii: lily', 'poison ivy', 'poison ivy: the new seduction', 'poison ivy: the secret society']",13.567572281357366,3.3918930703393415
pokémon collection,"[10228, 12599, 10991, 12600, 33875, 115223, 88557, 36897, 36218, 227679, 39057, 25961, 34067, 16808, 47292, 150213, 50087, 303903, 350499, 10991, 12600, 34065, 10228, 12599, 12600, 33875, 115223, 88557, 36897, 36218, 227679, 39057, 25961, 47292, 150213, 50087, 303903, 350499, 12600, 34065]","['pokémon: the first movie: mewtwo strikes back', 'pokémon: the movie 2000', 'pokémon: spell of the unknown', 'pokémon 4ever: celebi - voice of the forest', 'pokémon heroes: latios and latias', 'pokémon the movie black: victini and reshiram', 'pokémon the movie white: victini and zekrom', 'pokémon: mewtwo returns', 'pokémon: jirachi wish maker', 'pokémon the movie: genesect and the legend awakened', 'pokémon: arceus and the jewel of life', 'pokémon: the rise of darkrai', 'pokémon: lucario and the mystery of mew', 'pokémon ranger and the temple of the sea', 'pokémon: giratina and the sky warrior', 'pokémon the movie: kyurem vs. the sword of justice', 'pokémon: zoroark: master of illusions', 'pokémon the movie: diancie and the cocoon of destruction', 'pokémon the movie: hoopa and the clash of ages', 'pokémon: spell of the unknown', 'pokémon 4ever: celebi - voice of the forest', 'pokémon: destiny deoxys', 'pokémon: the first movie: mewtwo strikes back', 'pokémon: the movie 2000', 'pokémon 4ever: celebi - voice of the forest', 'pokémon heroes: latios and latias', 'pokémon the movie black: victini and reshiram', 'pokémon the movie white: victini and zekrom', 'pokémon: mewtwo returns', 'pokémon: jirachi wish maker', 'pokémon the movie: genesect and the legend awakened', 'pokémon: arceus and the jewel of life', 'pokémon: the rise of darkrai', 'pokémon: giratina and the sky warrior', 'pokémon the movie: kyurem vs. the sword of justice', 'pokémon: zoroark: master of illusions', 'pokémon the movie: diancie and the cocoon of destruction', 'pokémon the movie: hoopa and the clash of ages', 'pokémon 4ever: celebi - voice of the forest', 'pokémon: destiny deoxys']",196.8292950607276,4.92073237651819
police academy collection,"[9336, 10157, 12118, 10587, 11825, 11895, 11546]","['police academy', 'police academy 2: their first assignment', 'police academy 3: back in training', 'police academy 4: citizens on patrol', 'police academy 5: assignment miami beach', 'police academy 6: city under siege', 'police academy: mission to moscow']",72.61748243495852,10.373926062136931
police story collection,"[11134, 38955, 9404, 9056, 10753, 11636, 219572, 11134, 38955, 9404, 9056, 10753, 11636, 219572]","['police story 3: supercop', 'project s', 'first strike', 'police story', 'police story 2', 'new police story', 'police story 2013', 'police story 3: supercop', 'project s', 'first strike', 'police story', 'police story 2', 'new police story', 'police story 2013']",115.53669859296615,8.25262132806901
poltergeist collection,"[609, 11133, 10306]","['poltergeist', 'poltergeist ii: the other side', 'poltergeist iii']",14.925327577237486,4.9751091924124955
porky's collection,"[10246, 19698, 23919]","[""porky's"", ""porky's ii: the next day"", ""porky's 3: revenge""]",38.905676064102565,12.968558688034188
power rangers collection,"[9070, 6499]","['mighty morphin power rangers: the movie', 'turbo: a power rangers movie']",6.1979739,3.09898695
predator collection,"[106, 169, 34851, 34851]","['predator', 'predator 2', 'predators', 'predators']",13.40198018015873,3.3504950450396827
prep & landing collection,[26809],['prep & landing'],2.653364757573468,2.653364757573468
problem child collection,"[11077, 28597, 28601]","['problem child', 'problem child 2', 'problem child 3']",7.960094272720403,2.653364757573468
project a collection,"[21519, 21521, 21519, 21521]","['project a', 'project a ii', 'project a', 'project a ii']",10.613459030293871,2.653364757573468
prom night collection,"[36599, 39929, 41828, 41769, 8617]","['prom night', 'hello mary lou: prom night ii', 'prom night iii: the last kiss', 'prom night iv: deliver us from evil', 'prom night']",24.240598110435883,4.848119622087177
prometheus collection,"[70981, 126889]","['prometheus', 'alien: covenant']",5.496981392862807,2.7484906964314035
prostokvashino collection,"[77294, 77759, 77762, 77294, 77759, 77762]","['three from prostokvashino', 'vacations in prostokvashino', 'winter in prostokvashino', 'three from prostokvashino', 'vacations in prostokvashino', 'winter in prostokvashino']",15.920188545440807,2.653364757573468
prudence et bélisaire beresford collection,"[31329, 125395]","['by the pricking of my thumbs', 'partners in crime']",5.306729515146936,2.653364757573468
psy collection,"[18575, 24769, 24769]","['pigs', 'psy ii: ostatnia krew', 'psy ii: ostatnia krew']",7.960094272720403,2.653364757573468
psycho collection,"[539, 10576, 12662]","['psycho', 'psycho ii', 'psycho iii']",50.02853197215936,16.676177324053118
ptu collection,"[25536, 25536]","['ptu', 'ptu']",5.306729515146936,2.653364757573468
public enemy series,"[32213, 32213]","['another public enemy', 'another public enemy']",5.306729515146936,2.653364757573468
puella magi madoka magica: the movie,"[152042, 212162, 152044, 152042, 212162, 152044]","['puella magi madoka magica the movie part i: beginnings', 'puella magi madoka magica the movie part iii: rebellion', 'puella magi madoka magica the movie part ii: eternal', 'puella magi madoka magica the movie part i: beginnings', 'puella magi madoka magica the movie part iii: rebellion', 'puella magi madoka magica the movie part ii: eternal']",16.743244067657365,2.7905406779428943
puff collection,[20183],"['puff, the magic dragon']",2.653364757573468,2.653364757573468
pulse collection,"[9682, 14212]","['pulse', 'pulse 2: afterlife']",3.440409099678731,1.7202045498393654
pumping iron collection,"[5205, 164753, 5205]","['pumping iron', 'pumping iron ii: the women', 'pumping iron']",25.072061836104044,8.357353945368015
pumpkinhead collection,"[26515, 35977]","['pumpkinhead', 'pumpkinhead ii: blood wings']",3.906369329002039,1.9531846645010196
puppet master collection,"[26953, 26954, 26956, 26957, 26958, 26959, 26960, 26961, 27651, 139659]","['puppet master', 'puppet master ii', ""puppet master iii toulon's revenge"", 'puppet master 4', 'puppet master 5: the final chapter', 'curse of the puppet master', 'retro puppet master', 'puppet master: the legacy', 'puppet master: axis of evil', 'puppet master x: axis rising']",49.60956340039408,4.960956340039408
pusher collection,"[2061, 11328, 11330]","['pusher', 'pusher ii: with blood on my hands', ""pusher iii: i'm the angel of death""]",7.960094272720403,2.653364757573468
puss 'n boots collection,"[58704, 58704]","[""the wonderful world of puss 'n boots"", ""the wonderful world of puss 'n boots""]",5.306729515146936,2.653364757573468
qatsi collection,"[11314, 24348, 21925]","['koyaanisqatsi', 'powaqqatsi', 'naqoyqatsi']",8.628246649129066,2.8760822163763553
quando le donne avevano la coda,[64961],['when women had tails'],2.653364757573468,2.653364757573468
quarantine collection,"[13812, 59115]","['quarantine', 'quarantine 2: terminal']",6.206955384816322,3.103477692408161
quatermass (hammer series),"[26912, 26278, 24580]","['quatermass and the pit', 'quatermass ii', 'the creeping unknown']",7.960094272720403,2.653364757573468
raaz collection,"[20731, 20731]","['raaz', 'raaz']",5.306729515146936,2.653364757573468
race collection,"[19658, 44749, 19658, 44749]","['race', 'race 2', 'race', 'race 2']",10.613459030293871,2.653364757573468
race gurram collection,"[262227, 262227]","['race gurram', 'race gurram']",5.306729515146936,2.653364757573468
rakht charitra,"[49028, 49028]","['rakht charitra', 'rakht charitra']",5.306729515146936,2.653364757573468
rambo collection,"[1369, 1368, 1370, 7555, 1369, 1370, 7555]","['rambo: first blood part ii', 'first blood', 'rambo iii', 'rambo', 'rambo: first blood part ii', 'rambo iii', 'rambo']",32.53235921154401,4.64747988736343
rampage collection,"[38780, 250388, 395925]","['rampage', 'rampage: capital punishment', 'rampage: president down']",7.960094272720403,2.653364757573468
ranma collection,"[37024, 37021, 82386, 37024, 37021, 82386]","['ranma ½: the movie 1, big trouble in nekonron, china', 'ranma ½: nihao, my concubine', ""ranma ½: one flew over the kuno's nest"", 'ranma ½: the movie 1, big trouble in nekonron, china', 'ranma ½: nihao, my concubine', ""ranma ½: one flew over the kuno's nest""]",15.920188545440807,2.653364757573468
rare exports collection,[48395],['rare exports: a christmas tale'],5.7542856977747885,5.7542856977747885
re-animator collection,"[18111, 1694, 11429]","['bride of re-animator', 're-animator', 'beyond re-animator']",11.589361560498851,3.8631205201662837
rebuild of evangelion,"[15137, 22843, 75629, 15137, 22843, 75629]","['evangelion: 1.0: you are (not) alone', 'evangelion: 2.0 you can (not) advance', 'evangelion: 3.0 you can (not) redo', 'evangelion: 1.0: you are (not) alone', 'evangelion: 2.0 you can (not) advance', 'evangelion: 3.0 you can (not) redo']",53.42986343599025,8.904977239331709
recep ?vedik serisi,"[31060, 31061, 32926, 257343, 31060, 31061, 32926, 257343]","['recep ?vedik', 'recep ?vedik 2', 'recep ?vedik 3', 'recep ?vedik 4', 'recep i̇vedik', 'recep i̇vedik 2', 'recep i̇vedik 3', 'recep i̇vedik 4']",102.71992158750174,12.839990198437718
red cliff collection,"[12289, 15384, 12289, 15384]","['red cliff', 'red cliff part ii', 'red cliff', 'red cliff part ii']",6.208283415605046,1.5520708539012615
red collection,"[39514, 146216, 39514, 146216]","['red', 'red 2', 'red', 'red 2']",2.7380948371417846,0.6845237092854461
red lotus collection,"[182030, 182030]","['the twin swords', 'the twin swords']",5.306729515146936,2.653364757573468
reeker collection,"[14457, 18616]","['reeker', ""no man's land: the rise of reeker""]",8.258039027206113,4.1290195136030565
regalo di natale - collezione,[45990],['christmas rematch'],2.653364757573468,2.653364757573468
resident evil collection,"[1576, 1577, 7737, 35791, 71679, 173897, 35791]","['resident evil', 'resident evil: apocalypse', 'resident evil: extinction', 'resident evil: afterlife', 'resident evil: retribution', 'resident evil: the final chapter', 'resident evil: afterlife']",30.80266627983683,4.400380897119548
resident evil: biohazard,"[13648, 133121, 400136, 13648, 133121, 400136]","['resident evil: degeneration', 'resident evil: damnation', 'resident evil: vendetta', 'resident evil: degeneration', 'resident evil: damnation', 'resident evil: vendetta']",15.920188545440807,2.653364757573468
rest stop collection,"[9841, 19066]","['rest stop', ""rest stop: don't look back""]",5.306729515146936,2.653364757573468
return of the living dead collection,"[24929, 10925, 28260, 24935, 24939, 28260]","['return of the living dead part ii', 'the return of the living dead', 'return of the living dead 3', 'return of the living dead: necropolis', 'return of the living dead: rave to the grave', 'return of the living dead 3']",21.56015450602513,3.5933590843375214
revenge of the nerds collection,"[14052, 16889, 18543, 21029]","['revenge of the nerds', 'revenge of the nerds ii: nerds in paradise', 'revenge of the nerds iii: the next generation', 'revenge of the nerds iv: nerds in love']",13.319689631145508,3.329922407786377
richard the lionheart collection,[188357],['richard the lionheart'],2.653364757573468,2.653364757573468
richie rich collection,[11011],['ri¢hie ri¢h'],0.2802337134816322,0.2802337134816322
"rico, oskar 1, 2 & 3",[274415],['the pasta detectives'],2.653364757573468,2.653364757573468
ride along collection,"[168530, 323675]","['ride along', 'ride along 2']",9.28059566,4.64029783
ring of fire collection,[91548],['ring of fire ii: blood and steel'],2.653364757573468,2.653364757573468
ringo collection,"[63260, 56431]","['the return of ringo', 'a pistol for ringo']",5.306729515146936,2.653364757573468
ringu collection,"[2671, 9669, 9674, 9706, 2671, 9669, 9674, 9706]","['ringu', 'ringu 2', 'ringu 0', 'rasen', 'ringu', 'ringu 2', 'ringu 0', 'rasen']",32.1799643792484,4.02249554740605
rio collection,"[46195, 172385]","['rio', 'rio 2']",10.24104017583603,5.120520087918015
road house collection,[10135],['road house'],2.0033352,2.0033352
road to collection,"[31805, 13861, 29021, 31812, 31804, 34082, 31980]","['road to morocco', 'road to singapore', 'road to utopia', 'road to zanzibar', 'the road to hong kong', 'road to bali', 'road to rio']",18.573553303014275,2.653364757573468
road trip collection,"[9285, 20618]","['road trip', 'road trip: beer pong']",10.138007132573467,5.069003566286733
robert,"[356149, 404461]","['robert the doll', 'the curse of robert the doll']",5.306729515146936,2.653364757573468
robert langdon collection,"[591, 13448, 207932, 13448]","['the da vinci code', 'angels & demons', 'inferno', 'angels & demons']",13.831026311999999,3.4577565779999997
robocop collection,"[5550, 5548, 5549, 97020, 5550]","['robocop 3', 'robocop', 'robocop 2', 'robocop', 'robocop 3']",8.376890217291042,1.6753780434582084
robot chicken: star wars collection,[42979],['robot chicken: star wars'],2.653364757573468,2.653364757573468
robot jox collection,"[15618, 40487, 38237]","['robot jox', 'robot wars', 'robo warriors']",6.427664369073464,2.1425547896911548
robotech (samling),[23504],['robotech: the movie'],2.653364757573468,2.653364757573468
rocky collection,"[1366, 1367, 1371, 1374, 1375, 1246, 312221]","['rocky', 'rocky ii', 'rocky iii', 'rocky iv', 'rocky v', 'rocky balboa', 'creed']",185.4429137552463,26.491844822178045
rocky horror collection,"[36685, 27997]","['the rocky horror picture show', 'shock treatment']",96.73029725757347,48.365148628786734
romancing the stone collection,"[10303, 9326, 10303]","['the jewel of the nile', 'romancing the stone', 'the jewel of the nile']",16.3990798,5.466359933333333
romantik komedi [seri],"[38614, 38614]","['romantik komedi', 'romantik komedi']",5.306729515146936,2.653364757573468
rosemary's baby collection,"[805, 117258]","[""rosemary's baby"", ""look what's happened to rosemary's baby""]",13.089435382573466,6.544717691286733
rudolph the red-nosed reindeer collection,"[13382, 33719, 30059, 40246]","['rudolph, the red-nosed reindeer', 'rudolph the red-nosed reindeer: the movie', ""rudolph's shiny new year"", ""rudolph and frosty's christmas in july""]",10.613459030293871,2.653364757573468
rugrats collection,"[14444, 16340, 20694]","['the rugrats movie', 'rugrats in paris: the movie', 'rugrats go wild']",8.656452281813602,2.885484093937867
running out of time collection,"[2463, 45303, 2463, 45303]","['running out of time', 'running out of time 2', 'running out of time', 'running out of time 2']",10.613459030293871,2.653364757573468
rurouni kenshin live-action collection,"[127533, 221732, 221731, 127533, 221732, 221731]","['rurouni kenshin', 'rurouni kenshin: the legend ends', 'rurouni kenshin: kyoto inferno', 'rurouni kenshin', 'rurouni kenshin: the legend ends', 'rurouni kenshin: kyoto inferno']",39.8234715424061,6.637245257067683
rush hour collection,"[2109, 5175, 5174, 5175, 5174]","['rush hour', 'rush hour 2', 'rush hour 3', 'rush hour 2', 'rush hour 3']",18.8100456010101,3.76200912020202
s.w.a.t. collection,"[9257, 54445, 461053]","['s.w.a.t.', 's.w.a.t.: firefight', 's.w.a.t.: under siege']",5.512575149981629,1.8375250499938762
sa? salim serisi,"[140485, 140485]","['sa? salim', 'sağ salim']",5.306729515146936,2.653364757573468
sabrina the teenage witch collection,[15674],['sabrina the teenage witch'],2.653364757573468,2.653364757573468
sadako 3d collection,"[140441, 140441]","['sadako 3d', 'sadako 3d']",5.306729515146936,2.653364757573468
saheb biwi aur gangster collection,"[75744, 172817, 75744, 172817]","['saheb biwi aur gangster', 'saheb biwi aur gangster returns', 'saheb biwi aur gangster', 'saheb biwi aur gangster returns']",10.613459030293871,2.653364757573468
sailor moon collection,"[30575, 37100, 28460, 30575, 37100, 28460]","['sailor moon s the movie: hearts in ice', 'sailor moon r: the movie', 'sailor moon super s: the movie', 'sailor moon s the movie: hearts in ice', 'sailor moon r: the movie', 'sailor moon super s: the movie']",15.920188545440807,2.653364757573468
saint seiya collection,"[287590, 50253, 83090, 83091, 66105, 83088, 287590, 50253, 83090, 83091, 66105, 83088]","['saint seiya: legend of sanctuary', 'saint seiya heaven chapter: overture', 'saint seiya: evil goddess eris', 'saint seiya: the heated battle of the gods', 'saint seiya: legend of crimson youth', 'saint seiya: warriors of the final holy battle', 'saint seiya: legend of sanctuary', 'saint seiya heaven chapter: overture', 'saint seiya: evil goddess eris', 'saint seiya: the heated battle of the gods', 'saint seiya: legend of crimson youth', 'saint seiya: warriors of the final holy battle']",31.840377090881613,2.653364757573468
saints and soldiers collection,"[10105, 133558, 294690]","['saints and soldiers', 'saints and soldiers: airborne creed', 'saints and soldiers: the void']",19.677689180871663,6.559229726957221
salt and pepper collection,[33733],['one more time'],2.653364757573468,2.653364757573468
sami swoi collection,[8211],['our folks'],2.653364757573468,2.653364757573468
sammy's adventure collection,"[49953, 113594]","[""a turtle's tale: sammy's adventures"", 'a turtle’s tale 2: sammy’s escape from paradise']",5.306729515146936,2.653364757573468
samurai collection,"[31372, 31374, 31378, 31372, 31374, 31378]","['samurai i: musashi miyamoto', 'samurai ii: duel at ichijoji temple', 'samurai iii: duel at ganryu island', 'samurai i: musashi miyamoto', 'samurai ii: duel at ichijoji temple', 'samurai iii: duel at ganryu island']",15.920188545440807,2.653364757573468
samurai trilogy,"[12496, 34019, 20527, 12496, 34019, 20527]","['the twilight samurai', 'the hidden blade', 'love and honor', 'the twilight samurai', 'the hidden blade', 'love and honor']",13.549053830293872,2.258175638382312
santa baby collection,"[26847, 42673]","['santa baby', 'santa baby 2']",5.306729515146936,2.653364757573468
santa's apprentice,[51450],"[""santa's apprentice""]",2.653364757573468,2.653364757573468
santas paw,"[48844, 142308]","['the search for santa paws', 'santa paws 2: the santa pups']",5.306729515146936,2.653364757573468
"sarah, plain and tall collection","[15740, 15759, 58242]","['sarah, plain and tall', 'skylark', ""sarah, plain and tall - winter's end""]",7.960094272720403,2.653364757573468
sarkar collection,"[14394, 20968, 14394, 20968]","['sarkar raj', 'sarkar', 'sarkar raj', 'sarkar']",33.550400801802375,8.387600200450594
sartana collection,"[83122, 64650, 83140, 83136, 83124]","['if you meet sartana pray for your death', 'sartana the gravedigger', 'i am sartana, trade your guns for a coffin', 'have a good funeral, my friend... sartana will pay', 'light the fuse... sartana is coming']",13.266823787867338,2.653364757573468
saturday night fever collection,"[11009, 10805]","['saturday night fever', 'staying alive']",70.69629081818181,35.348145409090904
save the last dance collection,"[9816, 9817]","['save the last dance', 'save the last dance 2']",9.656309065265775,4.828154532632888
saw collection,"[176, 215, 214, 663, 11917, 22804, 41439]","['saw', 'saw ii', 'saw iii', 'saw iv', 'saw v', 'saw vi', 'saw: the final chapter']",178.70021859848484,25.528602656926406
scanners collection,"[9538, 24331, 33305, 30921]","['scanners', 'scanners ii: the new order', 'scanners iii: the takeover', 'scanner cop']",12.143862305237862,3.0359655763094655
